sku_id,week1,week2,week3,week4,week5
SK2Nwyl6,0,0,0,0,0
SKqmFICG,0,0,0,0,0
SKpSdofL,0,0,0,0,0
SKedChlV,0,0,0,0,0
SKzI4UKG,0,0,0,0,0
SKUlhS5d,0,0,0,0,0
SK0VvFn9,0,0,0,0,0
SKvz72KE,0,0,0,0,0
SKcEYBmP,0,0,0,0,0
SKcETzol,0,0,0,0,0
SKdXMnLs,0,0,0,0,0
SKwq7kyB,0,0,0,0,0
SKohONmZ,0,0,0,0,0
SKHI5Abf,0,0,0,0,0
SKDABWTi,0,0,0,0,0
SKM8NcTw,0,0,0,0,0
SK06378u,0,0,0,0,0
SKv4HTgb,0,0,0,0,0
SKAWaP2j,0,0,0,0,0
SKgyu1nJ,0,0,0,0,0
SKuP0JxE,0,0,0,0,0
SKTUl326,0,0,0,0,0
SKHjDpUv,0,0,0,0,0
SKzrvB0K,0,0,0,0,0
SK9cwsfg,0,0,0,0,0
SKrKwmFf,0,0,0,0,0
SKmQfxhL,0,0,0,0,0
SKlGS5oz,0,0,0,0,0
SKbRxaJl,0,0,0,0,0
SKegHNnu,0,0,0,0,0
SKd5PowA,0,0,0,0,0
SKnj8fDt,0,0,0,0,0
SKS9rBF8,0,0,0,0,0
SKx6WlLj,0,0,0,0,0
SK4zE0FM,0,0,0,0,0
SKl6bHDK,0,0,0,0,0
SK9Npfia,0,0,0,0,0
SKP3Hq1E,0,0,0,0,0
SKOpNrtC,0,0,0,0,0
SKeV0bf6,0,0,0,0,0
SKAFbzMD,0,0,0,0,0
SKhd2TeG,0,0,0,0,0
SKjNmu3g,0,0,0,0,0
SKwMYxs2,0,0,0,0,0
SKayBhHM,0,0,0,0,0
SK4Sm93A,0,0,0,0,0
SKW2zxKT,0,0,0,0,0
SKPcLCDm,0,0,0,0,0
SKt7eV1w,0,0,0,0,0
SKk6FhKE,0,0,0,0,0
SKLfiOH4,0,0,0,0,0
SKH8dxi9,0,0,0,0,0
SKXazRQ7,0,0,0,0,0
SKCulIvA,0,0,0,0,0
SKxmuKFf,0,0,0,0,0
SK16VaLZ,0,0,0,0,0
SKM2kYVL,0,0,0,0,0
SKUrdlfS,0,0,0,0,0
SKDrUOB8,0,0,0,0,0
SKsWKUg7,0,0,0,0,0
SKWROXhH,0,0,0,0,0
SK4mB0KD,0,0,0,0,0
SKUZ1Dng,0,0,0,0,0
SKMjwRaE,0,0,0,0,0
SK30qzt7,0,0,0,0,0
SKRVlrLd,0,0,0,0,0
SKAXDkFs,0,0,0,0,0
SKZaNmJX,0,0,0,0,0
SKCUcn3i,0,0,0,0,0
SKzWMEkj,0,0,0,0,0
SKAqi9Wh,0,0,0,0,0
SKZjoVan,0,0,0,0,0
SKUmWYCL,0,0,0,0,0
SKdwh1vx,0,0,0,0,0
SKzTvZji,0,0,0,0,0
SKnJ28Wl,0,0,0,0,0
SKE0GArL,0,0,0,0,0
SKlU9ryN,0,0,0,0,0
SKk6iOZz,0,0,0,0,0
SKOd54Rv,0,0,0,0,0
SKWCvqfi,0,0,0,0,0
SKKP4dzx,0,0,0,0,0
SKa7vIYO,0,0,0,0,0
SKQuPnSf,0,0,0,0,0
SKv4HTE1,0,0,0,0,0
SKfi85Dm,0,0,0,0,0
SKC10K4M,0,0,0,0,0
SKk3Eid6,0,0,0,0,0
SKyhq12P,0,0,0,0,0
SKuFzPMj,0,0,0,0,0
SKk6fQ1j,0,0,0,0,0
SKzpN6ew,0,0,0,0,0
SKdKhRmo,0,0,0,0,0
SK3NUAya,0,0,0,0,0
SKdbjUp8,0,0,0,0,0
SKP79KAx,0,0,0,0,0
SKMXAB5G,0,0,0,0,0
SKFjuzB5,0,0,0,0,0
SK3kexBN,0,0,0,0,0
SK5UiLmW,0,0,0,0,0
SKC4KLnG,0,0,0,0,0
SKAoWDin,0,0,0,0,0
SK5hDN6d,0,0,0,0,0
SKQmRB3n,0,0,0,0,0
SKkPxqjV,0,0,0,0,0
SKj0EG2W,0,0,0,0,0
SKa1WGkq,0,0,0,0,0
SKicDvh8,0,0,0,0,0
SKwbqgut,0,0,0,0,0
SKduP3CE,0,0,0,0,0
SKXFD7xP,0,0,0,0,0
SKcbpyYE,0,0,0,0,0
SKDw6shn,0,0,0,0,0
SKQZP5Ot,0,0,0,0,0
SKFRHovW,0,0,0,0,0
SKL1R2iT,0,0,0,0,0
SKD7ztKE,0,0,0,0,0
SKg52yZ8,0,0,0,0,0
SK5XEYNx,0,0,0,0,0
SKYJ2pGA,0,0,0,0,0
SK52NYRO,0,0,0,0,0
SKQda4KI,0,0,0,0,0
SKpt4xWJ,0,0,0,0,0
SKxKfRpm,0,0,0,0,0
SKbZShKj,0,0,0,0,0
SKoyjH0M,0,0,0,0,0
SKErFKhA,0,0,0,0,0
SKjmOU3w,0,0,0,0,0
SK2hEA34,0,0,0,0,0
SKDBMeCJ,0,0,0,0,0
SK67RPxE,0,0,0,0,0
SKUGSIam,0,0,0,0,0
SKby4rqw,0,0,0,0,0
SKPcnjLb,0,0,0,0,0
SKYFjXl3,0,0,0,0,0
SKLjhaz5,0,0,0,0,0
SKgGkrj7,0,0,0,0,0
SKOLDS7j,0,0,0,0,0
SKAjCk54,0,0,0,0,0
SKSIDF60,0,0,0,0,0
SKvLj0V2,0,0,0,0,0
SKnGrUxL,0,0,0,0,0
SKP9X3Hx,0,0,0,0,0
SKYbGMma,0,0,0,0,0
SKkmvFBN,0,0,0,0,0
SKLwlb9S,0,0,0,0,0
SKn8Ccrf,0,0,0,0,0
SKg4y05v,0,0,0,0,0
SKWIKxQv,0,0,0,0,0
SKjRNL3S,0,0,0,0,0
SKK1u238,0,0,0,0,0
SKr0kv6o,0,0,0,0,0
SKcnWAFP,0,0,0,0,0
SK7ALNlV,0,0,0,0,0
SKR7puo3,0,0,0,0,0
SK8XZp5C,0,0,0,0,0
SK6gfwr5,0,0,0,0,0
SKxyTLp3,0,0,0,0,0
SKO8SwsT,0,0,0,0,0
SKC79qYL,0,0,0,0,0
SKXWOrZu,0,0,0,0,0
SKs5wu4c,0,0,0,0,0
SKzgYm4G,0,0,0,0,0
SKQG4uYR,0,0,0,0,0
SKqv4Rwc,0,0,0,0,0
SKfCzAbS,0,0,0,0,0
SKIsX60r,0,0,0,0,0
SKPBh2Uo,0,0,0,0,0
SKKoYQFq,0,0,0,0,0
SKQqPt1F,0,0,0,0,0
SKG0Hg56,0,0,0,0,0
SKux2mjY,0,0,0,0,0
SKHSmBbE,0,0,0,0,0
SKOnT7Rt,0,0,0,0,0
SKlR9ErK,0,0,0,0,0
SKuyoQIO,0,0,0,0,0
SKEns01V,0,0,0,0,0
SKSO1fdg,0,0,0,0,0
SK5uWOKw,0,0,0,0,0
SKc7vQ6b,0,0,0,0,0
SK1n3zmg,0,0,0,0,0
SKhLNut3,0,0,0,0,0
SKesPof1,0,0,0,0,0
SKfIGWxt,0,0,0,0,0
SKRA2xqu,0,0,0,0,0
SKuYag1b,0,0,0,0,0
SK40vAqE,0,0,0,0,0
SKcOx1GF,0,0,0,0,0
SKC7psnV,0,0,0,0,0
SKJPojF5,0,0,0,0,0
SKYakQjw,0,0,0,0,0
SKEgu4hH,0,0,0,0,0
SK5Vwfz1,0,0,0,0,0
SKhi7tjC,0,0,0,0,0
SK8wNYA1,0,0,0,0,0
SK4bSarh,0,0,0,0,0
SKvAozcg,0,0,0,0,0
SKiaq84M,0,0,0,0,0
SKUMPXR3,0,0,0,0,0
SKC831Iq,0,0,0,0,0
SKatEgpy,0,0,0,0,0
SKjxdTD1,0,0,0,0,0
SK1MqayF,0,0,0,0,0
SKetM37V,0,0,0,0,0
SK2aiTf7,0,0,0,0,0
SKpGh8TF,0,0,0,0,0
SKhCsDZU,0,0,0,0,0
SKGQM0ev,0,0,0,0,0
SKwitoJl,0,0,0,0,0
SKXj2fBr,0,0,0,0,0
SKtI7ELM,0,0,0,0,0
SKgF7RZb,0,0,0,0,0
SKiHtP8E,0,0,0,0,0
SKuLRgFU,0,0,0,0,0
SKPSeUZg,0,0,0,0,0
SKBYFHmZ,0,0,0,0,0
SKwEH6xS,0,0,0,0,0
SKMZvhBJ,0,0,0,0,0
SKd4Kck3,0,0,0,0,0
SKH8fWmM,0,0,0,0,0
SKh8d2BU,0,0,0,0,0
SKNpUSm6,0,0,0,0,0
SKiRAYUw,0,0,0,0,0
SK9MznAL,0,0,0,0,0
SKqhMRa0,0,0,0,0,0
SKJRvZKX,0,0,0,0,0
SKDTXxiH,0,0,0,0,0
SKl4xo3C,0,0,0,0,0
SKUmXEbB,0,0,0,0,0
SKbpvLaT,0,0,0,0,0
SKfiemoD,0,0,0,0,0
SK489Jwo,0,0,0,0,0
SK1jWLi9,0,0,0,0,0
SKRAe4rz,0,0,0,0,0
SKtNHofP,0,0,0,0,0
SKGS0IOz,0,0,0,0,0
SKYwFXy6,0,0,0,0,0
SK0ufrAk,0,0,0,0,0
SKpY6dB9,0,0,0,0,0
SKz4wJqI,0,0,0,0,0
SKCKLwV3,0,0,0,0,0
SKvb9Ode,0,0,0,0,0
SKFxdMBy,0,0,0,0,0
SKUyuloH,0,0,0,0,0
SKirsG9z,0,0,0,0,0
SKe8A54m,0,0,0,0,0
SKZdluTI,0,0,0,0,0
SKt34sBG,0,0,0,0,0
SKY8t9sM,0,0,0,0,0
SKPi4lcy,0,0,0,0,0
SKZDmusO,0,0,0,0,0
SK3grRhs,0,0,0,0,0
SK9nm3Ih,0,0,0,0,0
SKdfgRlC,0,0,0,0,0
SKhBKU9y,0,0,0,0,0
SKMpfT7q,0,0,0,0,0
SKQX8ENA,0,0,0,0,0
SK86hn1u,0,0,0,0,0
SKLShnxt,0,0,0,0,0
SKvwDqUb,0,0,0,0,0
SK6qQ4gS,0,0,0,0,0
SKu26MBo,0,0,0,0,0
SKbZtRVB,0,0,0,0,0
SKhxqYsO,0,0,0,0,0
SKCUkmWt,0,0,0,0,0
SKZa8GqV,0,0,0,0,0
SKhPTC3z,0,0,0,0,0
SKy6ocbG,0,0,0,0,0
SK3E4arN,0,0,0,0,0
SKgY5TkW,0,0,0,0,0
SKIYh5Cy,0,0,0,0,0
SK27YRQ5,0,0,0,0,0
SKM4s9vc,0,0,0,0,0
SKX4MEd3,0,0,0,0,0
SKnRoVES,0,0,0,0,0
SKeLXgSa,0,0,0,0,0
SKWezJNd,0,0,0,0,0
SK3Jwvo2,0,0,0,0,0
SKYnshGA,0,0,0,0,0
SKjwtXOd,0,0,0,0,0
SKqBPcmF,0,0,0,0,0
SKfcpiML,0,0,0,0,0
SKK94thz,0,0,0,0,0
SKtFsr8I,0,0,0,0,0
SKjz60vL,0,0,0,0,0
SKLcGWOg,0,0,0,0,0
SKnpTdDz,0,0,0,0,0
SKeljiuY,0,0,0,0,0
SKAxUE9f,0,0,0,0,0
SKH4GIJv,0,0,0,0,0
SKck9zhg,0,0,0,0,0
SKoR9nGy,0,0,0,0,0
SKTHm4tw,0,0,0,0,0
SKApscbD,0,0,0,0,0
SKd3Fbf4,0,0,0,0,0
SKijpShJ,0,0,0,0,0
SKFOPJbz,0,0,0,0,0
SKUrL3uI,0,0,0,0,0
SKT7JnHN,0,0,0,0,0
SKVgRtIA,0,0,0,0,0
SKS61Hbz,0,0,0,0,0
SK6woe05,0,0,0,0,0
SKVwOHPj,0,0,0,0,0
SK18Tih9,0,0,0,0,0
SKndU0Vw,0,0,0,0,0
SKhVQZTq,0,0,0,0,0
SKQE4aC7,0,0,0,0,0
SKZtx6og,0,0,0,0,0
SKnzOhUy,0,0,0,0,0
SKzoyVls,0,0,0,0,0
SKMc5SGv,0,0,0,0,0
SKVqudWx,0,0,0,0,0
SK8SsQVB,0,0,0,0,0
SKDHEm0M,0,0,0,0,0
SKD60Yw9,0,0,0,0,0
SKhLUp2u,0,0,0,0,0
SKNtn91r,0,0,0,0,0
SKtwXBHL,0,0,0,0,0
SKLjGZ4v,0,0,0,0,0
SKBgQDws,0,0,0,0,0
SKzRU17y,0,0,0,0,0
SKW4mdSK,0,0,0,0,0
SKo1Yvs9,0,0,0,0,0
SKfnGpNu,0,0,0,0,0
SKkU0e57,0,0,0,0,0
SKI9p2Gr,0,0,0,0,0
SKReazVE,0,0,0,0,0
SKzYQA3R,0,0,0,0,0
SKZXOBL7,0,0,0,0,0
SK5FK7B4,0,0,0,0,0
SKtPgVH8,0,0,0,0,0
SKC8fkuj,0,0,0,0,0
SKHIO3nK,0,0,0,0,0
SKvR4FC8,0,0,0,0,0
SKIJKXCg,0,0,0,0,0
SKmsropZ,0,0,0,0,0
SK4Vxj0B,0,0,0,0,0
SK8h9nEm,0,0,0,0,0
SKEzwS3F,0,0,0,0,0
SKdg089V,0,0,0,0,0
SKen0adC,0,0,0,0,0
SKkJZ1LQ,0,0,0,0,0
SKavRQAE,0,0,0,0,0
SKzfCaZP,0,0,0,0,0
SK4LhATW,0,0,0,0,0
SK7Kwgui,0,0,0,0,0
SKxZ8QrB,0,0,0,0,0
SKrKlIyG,0,0,0,0,0
SKC3YyjG,0,0,0,0,0
SKd6U1i0,0,0,0,0,0
SKrN0TZW,0,0,0,0,0
SKM6iWz7,0,0,0,0,0
SKtgm5du,0,0,0,0,0
SKPzxCa0,0,0,0,0,0
SKle1ou9,0,0,0,0,0
SKEyUfNS,0,0,0,0,0
SKGrhe6l,0,0,0,0,0
SKBmLgHh,0,0,0,0,0
SKrhFH2I,0,0,0,0,0
SKFaT6zr,0,0,0,0,0
SK2rHcJK,0,0,0,0,0
SKeGw4CT,0,0,0,0,0
SKFsEz6i,0,0,0,0,0
SKpnyB7L,0,0,0,0,0
SKqoewJa,0,0,0,0,0
SKsK5CAP,0,0,0,0,0
SKYk1CUB,0,0,0,0,0
SKuVY8M0,0,0,0,0,0
SKe3GPwq,0,0,0,0,0
SKsB3Z0R,0,0,0,0,0
SKJm2cD9,0,0,0,0,0
SKrAGidl,0,0,0,0,0
SK9RAf7V,0,0,0,0,0
SKmZ5hzM,0,0,0,0,0
SKCBe0iE,0,0,0,0,0
SKqrovPX,0,0,0,0,0
SKdCELby,0,0,0,0,0
SKvCMbqS,0,0,0,0,0
SKIPDj15,0,0,0,0,0
SKLTwNSW,0,0,0,0,0
SKzt1X5j,0,0,0,0,0
SKHvleG4,0,0,0,0,0
SK0GuwcM,0,0,0,0,0
SKd7OgTm,0,0,0,0,0
SKAuY2bW,0,0,0,0,0
SKefr8Vg,0,0,0,0,0
SKfvHtuh,0,0,0,0,0
SK8h1Vnw,0,0,0,0,0
SKXw3Wfd,0,0,0,0,0
SKSfXbmj,0,0,0,0,0
SKp3YG0f,0,0,0,0,0
SKm8VHgn,0,0,0,0,0
SKOKYEUy,0,0,0,0,0
SKSCfjTb,0,0,0,0,0
SKrTz1J6,0,0,0,0,0
SKR4TnBG,0,0,0,0,0
SKWO3ITA,0,0,0,0,0
SKHOxV9N,0,0,0,0,0
SKhZb71D,0,0,0,0,0
SKPUvTaK,0,0,0,0,0
SK5VysCu,0,0,0,0,0
SK138Fk7,0,0,0,0,0
SKlnHRxA,0,0,0,0,0
SK7LcYao,0,0,0,0,0
SKYifu8W,0,0,0,0,0
SKIp6EFB,0,0,0,0,0
SKQPVh7i,0,0,0,0,0
SKMVIgAn,0,0,0,0,0
SKhQVb61,0,0,0,0,0
SKBwQ1Sr,0,0,0,0,0
SKKHMYRk,0,0,0,0,0
SKFv5Xm0,0,0,0,0,0
SKlEfMUT,0,0,0,0,0
SKNlygTz,0,0,0,0,0
SK5jvRU4,0,0,0,0,0
SKrlFyPe,0,0,0,0,0
SKEhvuxc,0,0,0,0,0
SK3vhxj0,0,0,0,0,0
SKVeZaJt,0,0,0,0,0
SK3ASx4J,0,0,0,0,0
SKrXMmsC,0,0,0,0,0
SK1rzQZa,0,0,0,0,0
SKf8ScdG,0,0,0,0,0
SKxsGmIt,0,0,0,0,0
SKeaim7z,0,0,0,0,0
SKj2Y5Do,0,0,0,0,0
SKbdRBzg,0,0,0,0,0
SK2t7RNq,0,0,0,0,0
SKjcWfCO,0,0,0,0,0
SKdy81XN,0,0,0,0,0
SKU9CMpZ,0,0,0,0,0
SKdCsfZS,0,0,0,0,0
SKLpDdvb,0,0,0,0,0
SKdBeg6j,0,0,0,0,0
SKnzD8v9,0,0,0,0,0
SKsdvwTu,0,0,0,0,0
SKG6Cr9l,0,0,0,0,0
SKH3rqDi,0,0,0,0,0
SKLWOZTn,0,0,0,0,0
SKtWAQTz,0,0,0,0,0
SKUOsc1i,0,0,0,0,0
SKWmiVx3,0,0,0,0,0
SK8ihXoP,0,0,0,0,0
SKnHqbDT,0,0,0,0,0
SKA0w1Y5,0,0,0,0,0
SKJb6pfD,0,0,0,0,0
SK7p698a,0,0,0,0,0
SK6ar7ZB,0,0,0,0,0
SKUDzHiA,0,0,0,0,0
SKGxVmjJ,0,0,0,0,0
SK76cxl4,0,0,0,0,0
SKcV3f18,0,0,0,0,0
SKIBq9bO,0,0,0,0,0
SKelGgor,0,0,0,0,0
SKivOFwu,0,0,0,0,0
SKHu4dyb,0,0,0,0,0
SKpJmCYK,0,0,0,0,0
SK7ZCivJ,0,0,0,0,0
SKTWawH0,0,0,0,0,0
SKyt1RWm,0,0,0,0,0
SKUzxo86,0,0,0,0,0
SKe0Xs5g,0,0,0,0,0
SKA37fMJ,0,0,0,0,0
SKMG0u8l,0,0,0,0,0
SKkUn4FA,0,0,0,0,0
SK1x2LvW,0,0,0,0,0
SK0OUTsG,0,0,0,0,0
SKYR5jfW,0,0,0,0,0
SKpJ5ARr,0,0,0,0,0
SKPH9Mh7,0,0,0,0,0
SKQAtP5L,0,0,0,0,0
SKDcy3dx,0,0,0,0,0
SKeF7SP1,0,0,0,0,0
SKZsBRoX,0,0,0,0,0
SK7BWmLS,0,0,0,0,0
SK3PXBfG,0,0,0,0,0
SKgx6Q0h,0,0,0,0,0
SKwfikJ6,0,0,0,0,0
SKQRZLsN,0,0,0,0,0
SKeXUlqB,0,0,0,0,0
SKxmTXlg,0,0,0,0,0
SKfzgVct,0,0,0,0,0
SKJV2rKC,0,0,0,0,0
SKMpl3kB,0,0,0,0,0
SKAGVuzB,0,0,0,0,0
SKNj6Rhc,0,0,0,0,0
SKsqBGP0,0,0,0,0,0
SKyPdAXJ,0,0,0,0,0
SKVIMmhb,0,0,0,0,0
SKojvu7q,0,0,0,0,0
SK4bgojH,0,0,0,0,0
SKODbzcQ,0,0,0,0,0
SKWx0Fzs,0,0,0,0,0
SKl5PDoM,0,0,0,0,0
SKhVqCpe,0,0,0,0,0
SKwlaP4p,0,0,0,0,0
SKi5FTMb,0,0,0,0,0
SKCa37XK,0,0,0,0,0
SK01GLtA,0,0,0,0,0
SKKXGCLB,0,0,0,0,0
SKXCvyYj,0,0,0,0,0
SKgO5CEo,0,0,0,0,0
SKpu7lqm,0,0,0,0,0
SKvyOIPw,0,0,0,0,0
SKiUH32q,0,0,0,0,0
SKc0MBZI,0,0,0,0,0
SKp7oyhW,0,0,0,0,0
SKKx8wiM,0,0,0,0,0
SKOUrkM3,0,0,0,0,0
SKcT3iD1,0,0,0,0,0
SK43JjGf,0,0,0,0,0
SKvngUCQ,0,0,0,0,0
SKlnVscW,0,0,0,0,0
SK4mBQXh,0,0,0,0,0
SK0AreM6,0,0,0,0,0
SKyIeTfA,0,0,0,0,0
SK4VSpEL,0,0,0,0,0
SKymNvtx,0,0,0,0,0
SKNx3rMd,0,0,0,0,0
SKEa82g0,0,0,0,0,0
SKRPb1df,0,0,0,0,0
SKsK4WOb,0,0,0,0,0
SK54YtbP,0,0,0,0,0
SKuoL3fe,0,0,0,0,0
SKEqgz34,0,0,0,0,0
SKV2bzuP,0,0,0,0,0
SKPmnbIt,0,0,0,0,0
SKvY2Ngx,0,0,0,0,0
SK7Fy48O,0,0,0,0,0
SK8CIK3u,0,0,0,0,0
SKQKdAgJ,0,0,0,0,0
SKeaRdni,0,0,0,0,0
SKpCD53Q,0,0,0,0,0
SKTbAgFu,0,0,0,0,0
SKNgXqh7,0,0,0,0,0
SKPFu2EI,0,0,0,0,0
SKmAQ7g0,0,0,0,0,0
SKLbW71B,0,0,0,0,0
SK8D6jHZ,0,0,0,0,0
SKE7Z41k,0,0,0,0,0
SKbE8kNS,0,0,0,0,0
SKzVMHOT,0,0,0,0,0
SKOhtTr1,0,0,0,0,0
SK8Ln7qv,0,0,0,0,0
SKSu4HWK,0,0,0,0,0
SKwfMRLO,0,0,0,0,0
SKon58gD,0,0,0,0,0
SKXSbeaF,0,0,0,0,0
SKXsAtu7,0,0,0,0,0
SKBtAj19,0,0,0,0,0
SKOz8cgT,0,0,0,0,0
SK6FZBM7,0,0,0,0,0
SKI9P85M,0,0,0,0,0
SKVyGaFu,0,0,0,0,0
SKJqkh7m,0,0,0,0,0
SKG3hn4E,0,0,0,0,0
SKPsFTjI,0,0,0,0,0
SKuYCzvt,0,0,0,0,0
SKdDig89,0,0,0,0,0
SKV3ItSl,0,0,0,0,0
SKvsqaKz,0,0,0,0,0
SKPdbm0Z,0,0,0,0,0
SKBgHY1T,0,0,0,0,0
SKan6sld,0,0,0,0,0
SKoPVm56,0,0,0,0,0
SKH98JI2,0,0,0,0,0
SKMCnfwy,0,0,0,0,0
SKhJmo0I,0,0,0,0,0
SKqVTMAD,0,0,0,0,0
SKEeM9nH,0,0,0,0,0
SKL9X8bw,0,0,0,0,0
SK2YudBk,0,0,0,0,0
SK1WDhjS,0,0,0,0,0
SKGT9w8y,0,0,0,0,0
SKTacyZK,0,0,0,0,0
SKBn6PaE,0,0,0,0,0
SKcALWPl,0,0,0,0,0
SKUAMKgP,0,0,0,0,0
SKzyjLmo,0,0,0,0,0
SKh9Ib5Y,0,0,0,0,0
SKRZMrEt,0,0,0,0,0
SKvS1ZIU,0,0,0,0,0
SKNFJTAz,0,0,0,0,0
SKcrsaCD,0,0,0,0,0
SKkrSvW8,0,0,0,0,0
SKLycYDl,0,0,0,0,0
SK548zYt,0,0,0,0,0
SKGFpAu2,0,0,0,0,0
SKiUbwm1,0,0,0,0,0
SKgDjWhZ,0,0,0,0,0
SKWlf7IP,0,0,0,0,0
SKRLyfB3,0,0,0,0,0
SKWxmnbU,0,0,0,0,0
SKdBYXu3,0,0,0,0,0
SKm9v2iI,0,0,0,0,0
SK1IvczK,0,0,0,0,0
SKcAzyIJ,0,0,0,0,0
SK4V59Cy,0,0,0,0,0
SK0u38ch,0,0,0,0,0
SKALo34c,0,0,0,0,0
SKTtaxHQ,0,0,0,0,0
SKrQ3tFT,0,0,0,0,0
SKOogmpn,0,0,0,0,0
